,body,lang,translation
805,"Fui a comer con mi mujer en diciembre recomendados pero ....Al llegar nos hicieron esperar e la entrada durante un rato de pie ya que el lugar de espera es estrecho y hay poco sitio donde sentarse y con tres parejas y los camareros pasando se hace un poco ....Pedimos el menú degustación con bebida se va alrededor de los 200 euros por persona El servicio para mí es correcto pero muy frío En cuanto a la comida solo un plato fue el que nos gustó mucho que fue el de anguila para mí sublime Todo lo demás no me sorprendió ninguno incluso uno con una gelatina de ostras y almejas tenía los troncos de la lechuga y la verdad no le encontré nada bueno y la liebre estaba tibio tirando a frío las técnicas que utilizan como donde cuecen una lubina con algas es original y luego el Helado echó al momento con Nitrogeno está bien pero ya está muy visto , los platos que utilizan son muy bonitos En resumen yo me esperaba más , hay restaurante con una estrella o incluso con ninguna que para mí lo hacen mejor Siento ser tan crítico pero cuando se trata de 200 euros por persona y con 2 estrellas hay que hacerlo muy bien en todos los sentidos y en este caso para mí no dio la talla ",,
806,"El pasado dia 22 cene alli con unas amigas para celebrar sus cumpleaños y no puedo decir que nada no fuera como esperaba. La comida exquisita, el servicio muy Atento y profesional y jordi cruz encantador. Un 10 sin duda.",,
807,"Mi pareja me regaló esta maravillosa cena el pasado 2 de Enero. El menú degustación y el maridaje de vinos espectacular. Uno de los mejores restaurantes que hemos comido, por no decir el mejor.",,
808,"Experiencia inolvidable, sabores que se quedan en la memoria gustativa, personal amable y simpaticos, el Chef encantador,",,
809,"Nos encantó tanto el lugar como la comida. Tienen una terraza exterior muy agradable para el verano. Pensaba que nos íbamos a quedar con hambre y todo lo contrario, no podíamos más. Elegimos el menú más completo y nos encantó.Jordi pasó mesa por mesa para preguntar que tal había ido todo y hasta no explico alguna receta. Lo que no entendimos fue que entre plato y plato fueron muy lentos y cometieron muchos fallos en el servicio, por ejemplo nos sirvieron el café con la taza llena de café que se había derramado y en cada plato había algún fallo grave de servicio, si eso lo ve Jordi en máster chef expulsa al concursante, son fallos que este tipo de restaurante no puede admitir.",,
810,"Fuimos con mi pareja, escogimos el menu abac, todos los platos nos gustaron, y algunos nos sorprendieron. Hicimos menu con maridaje, para mi gusto, disfruto mas con un vino de los que me gustan , pero entiendo que el maridaje casa mas con la diversidad de platos que nos sirvieron. El primer plato que me sorprendió, una version de calamar a la romana, un 10. La mini pizza con erizo,etc..no sabria que mas destacar, pues todos merecen la visita y el desembolso,Mi segunda grata sorpresa: los postres, estoy harta de helados en todos sitios, no me gusta el helado, y aquí sí hay postres, también algún helado pero hay postre!!Tomamos el cafè i los petit fours en la terraza, muy buena temperatura, y muy agradable. Pedimos si podiamos saludar a Jordi Cruz, y muy amablemente salió y nos saludó, incluso estuvo un ratito con nosostros. Muy amable y encantador.Resumen: nos ha merecido la pena ir, volveremos!!",,
811,"Era nuestra segunda visita, estuvimos en noviembre. Elegimos el menú AbAc algo más ""económico"". La calidad de los platos es estupenda, predominando el mar. Los camareros perfectos, comentando cada uno de los platos, que te ayuda a degustar y tener las sensaciones que nos han preparado.Esperamos volver pronto.",,
812,"Una experiencia gastronómica memorable. Fui a cenar con mi marido hace unos meses y degustamos el menú Gran ABaC -compuesto por 16 especialidades, a cada cuál más sorprendente y exquisita- con maridaje de vinos. Comida de excelente calidad presentada de forma innovadora. Respecto a los postres, todos deliciosos. Al finalizar, nos dejaron visitar la cocina, explicándonos su funcionamiento. Un servicio de 10.",,
813,"Gran restaurante, fuimos invitados, por un grupo gastronomico, y comimos uno de sus menus, con unos 10 platos y la verdad que desde el principio hasta el final, todo excelente.Al final de la comida paso por las mesas Jordi Cruz, y muy amable. La comida excelente y un sitio donde aprender......",,
814,"pienso que el menú es muy elaborado, orientado a paladares selectos, pues hay platos que pueden resultar difícil para parte de los comensales, lógicamente el precio filtra a muchos de ellos, y quizás es el objetivo, la calidad es elevadísima, el servicio atento y colaborador, de forma que la cena se convierte en una experiencia sensitiva difícil de igualar,el ambiente quizás es frió, poco acogedor, creyendo que un espacio como es el Abac podría ofrecer un ambiente mas cálido, sin perder elegancia y sobriedad, la relación calidad precio es buena, pero poco accesible, y quizás eche de menos algo mas de montaña en el menú, aunque me fui con la sensación de haber tenido la velada en un museo gustativo y esa sensación bien merece ser repetida, en general mis felicitaciones y ánimos a seguir innovando y mantener la marca España a la vanguardia de las cocinas mundiales.",,
815,"No me fallo a las expectativas que tenía, excelente, nos decidimos por el menú degustación gran abac con el maridaje de vinos, muy buena elección, fuy con mis 2 hijas las trataron genial, además las metieron a sus cocinas a conocer al galardonado con 2 estrellas michelin Jordi cruz. Para repetir.",,
816,Muy buena experiencia. Menú muy extenso y exquisito. Lo que pasa que hay sabores exóticos que no los había probado hasta esa ocasión. Lo recomiendo para una ocasión especial,,
817,"En general bien pero algún plato estaba algo soso o con falta de sabor ,  por ejemplo la ostra con lechuga de mar .  Qué hubiera salido Jordi Cruz a saludar a los comensales hubiera sido un gran detalle!",,
818,"Fuimos tres parejas de amigos a cenar y realmente fue toda una experiencia de sabores, olores y sensaciones. Elegimos el amplio menú degustación que cada plato tenía su sutileza y buen gusto. Los camareros, muy buenos profesionales. Muy bonito el restaurante. Todo estaba en sintonía. Preguntamos si se podía visitar la cocina y no nos pudieron ninguna pega. Incluso nos encontramos al Chef Jordi Cruz que nos saludó muy cordialmente. Finalmente tomamos los cafés en la terraza del restaurante, un entorno muy bien cuidado y dulces que acompañaban al café deliciosos. Sin duda bien merecida la estrella Michelín.",,
819,"Partiendo de la base de que a nivel culinario, estamos hablando de uno de los mejores restaurantes de España, en mi modesta opinión, no ha sido lo que me esperaba. Todo estaba francamente bueno, como para no con lo que se paga, pero quizá porque iba con demasiadas expectativas, al final no llego a esa comida sublime que me esperaba. La puesta en escena espectacular, pero quizá falta de mas explicación, comunicación, etc. Amables pero lo justo. Y una cosa imperdonable, la pulcritud en sus ropas brillaba por su ausencia. Cuando se hace vestir a los camareros con trajes italianos, de corte entallado y de aspecto brillante, se ha de ir inmaculado, ya que todo se nota mucho mas. Máxime cuando sirves comida.Mencion especial para el maridaje. No se si es porque ahora se tiende al producto regional, pero me pareció poco correcto dado el mundo de vinos que existe en España. Por 170 € en vino se me ocurrieron 170 vinos mejores para maridar. ",,
820,"Todo estuvo genial, pero fuimos a celebrar el cumpleaños de mi marido y lea pedí, vía mail, que en uno deblos postres trajeran una vela encendida y me contestaron que no habría problema. Pero la verdad es que nunca llegó la vela.",,
821,Fui a cenar con mis compañeros de trabajo y más que una cena fue una experiencia sensorial increíble! La comida exquisita y el servicio perfecto. El chef salió a saludarnos y fue súper amable. Para repetir sin ninguna duda.,,
822,"El proyecto ABaC es increíble. La experiencia me lleva a una conclusión: el mayor triunfo es la sorpresa en el comensal. La mayoría de los platos llaman al recuerdo, pero con elementos donde el referente ha cambiado, en que el bocado se asocia a algo ya probado pero sin punto de referencia alguno. Mantienen sabores, que destacan, e introducen texturas. Todos platos nos encantaron, sin excepción, y, de hecho, ya hemos vuelto. Y volveremos a volver.Créanme, la relación calidad precio es la mejor de Europa en restaurantes de esta categoría y con este modelo culinario.",,
823,"Su menú degustación, és un regalo a los entidos del gusto, la vista y el olfato.
Degustación de platos increíbles, con un maridaje que lo acompaña que lo hace mejor aún. El lugar tranquilo y agradable. Sencillamente, espectacular.",,
824,"Estuvimos comiendo en el Restaurante ABaC el sábado 19 de diciembre para celebrar el cumpleaños de mi mujer. El restaurante está situado en una zona muy bonita de Barcelona. Tiene parking para los clientes. Es un restaurante moderno y elegante. El personal es atentísimo, muy amable y extraordinariamente profesional. El servicio es espectacular. Es una mezcla de precisión suiza y puntualidad británica. Escogimos un menú de degustación y disfrutamos de un festival de sensaciones inolvidable. Además tuvimos el placer de conocer al Chef, Jordi Cruz, al que felicitamos por el buen trabajo que realiza junto con su equipo. Volveremos pronto seguro. Es de 11 sobre 10.",,
825,"El menú degustación es un recorrido por los sabores más variados, todos con mucha intensidad, muy diferentes y con una presentación maravillosa. El servicio es perfecto y la bodega muy recomendable. El hotel además es sencillamente perfecto, un lujazo. Enhorabuena!!!",,
826,"Una excelente muestra de cocina bien elaborada y creativa, sin embargo, lo siento por el diseñador de las mesas, pero rompen la posible magia de la cena, con una forma que en ningún caso ayuda a la intimidad de los comensales, como tampoco lo hace la escasa insonorización del local. Precio quizà un poco excesivo, aunque la calidad del trabajo de la cocina es incuestionable",,
827,"Un restaurante estupendo. El menú degustación exquisito y hay unos cuantos platos que sorprenden por su calidad y presentación . Muy, muy bueno!",,
828,"Espectáculo gastronómico: menú degustación sorprendente, delicioso pero con sabores reconocibles y auténticos. Me encantó que las raciones estén calculadas para llegar al final sin sentirse lleno ni pesado. Al revés de quedas con ganas de comer de algunos platos! El único plato que no me gustó fue el pato en texturas.La presentación de los platos excelente, al igual que el servicio amable y muy correcto.",,
829,"Un lugar mágico, lleno de detalles y con un trato muy cordial. 

A mi personalmente me ha encantado, comimos el menú gran Abac con maridaje de vinos... 

Platos muy elaborados y sorprendentes, para mi ha sido toda una experiencia. 

Excelente carta de vinos.",,
830,"Un restaurante 10. El menú degustación exquisito, ningún plato decepciona y hay unos cuantos que sorprenden. Muy, muy bueno!Experiencia perfecta, vale la pena pagar lo que cuesta. 
El servicio también muy bien y el ambiente es acogedor.",,
831,"Estuvimos cenando, el menú gran AbAC espectacular, sabor y mas sabor, presentaciones vistosas y bien pensadas , tecnicas diversas aplicadas en todos los platos , buen servicio, ambiente relajado y tranquilo, espectaculo sl servir mas de un plato al qual le dan en la mesa el ultimo toque con nitrogeno liquido, infusion... etc .. Disfrutamos todos los bocados ! Muy reconendable !! Felicidades !!",,
832,"Celebramos el cumple de mi madre. 60 años fan de masterchef.Desde que entramos por la puerta hasta que nos fuimos estuvimos disfrutando. El trato del personal, especialmente del encantador y simpático Ammar fue muy bueno, siempre muy atentos.La comida fue maravillosa. Pedimos el menú Abac y nos bastó. Todo delicioso especialmente el pato,se fundía en la boca. Nosotros no pedimos maridaje. Nosotras bebimos agua y mi madre pidió 3 copas de vino (50€) y fue suficiente.La decoración es preciosa y la vajilla es muy original. Con los cafés apareció el chef que se acercó a saludarnos. Muy simpático.Regalo perfecto para mí madre.Una noche 10.3 personas 500€",,
833,"Pedimos el menú gran ABaC y como en otras ocasiones, con restaurantes similares en categoría, la experiencia resulta inolvidable. Este menú tiene un coste por persona de 165€ pero para ser sincero, vale mucho más. La experiencia no se puede contar como una cena, sino como una experiencia. Primero nos reciben al bajar del ascensor y nos acompañan a la mesa, se presentan las personas que nos van a atender y su trato no puede ser más profesional, nuestra actitud hacia ellos marca su trato hacia nosotros. Después viene una sucesión de platos a cada cual más espectacular. Unos vienen terminados de la cocina, otros por terminar; y otros se elaboran delante de nosotros. Al terminar la cena nos ofrecen la posibilidad de tomar el café en la terraza. Y estando en esta la posibilidad de visitar la cocina y saludar a Jordi Cruz. Allí conocemos a Jordi y la impresión es de tener un control absoluto de lo que hace. Su trato tan perfecto como el espectáculo que nos acaba de ofrecer. Sin duda, vale la pena.",,
834,"Estuvimos cenando, el menú gran AbAC espectacular, sabor y mas sabor, presentaciones vistosas y bien pensadas , tecnicas diversas aplicadas en todos los platos , buen servicio, ambiente relajado y tranquilo, espectaculo sl servir mas de un plato al qual le dan en la mesa el ultimo toque con nitrogeno liquido, infusion... etc .. Disfrutamos todos los bocados ! Muy reconendable !! Felicidades !!",,
835,"El menu gran abac permite probar platis de los que te acuerdas al cabo de un año como el rissotto de sepia, eso si el.precio es mucho mas caro comparados con itros restaurantes del estilo, si bien es cierto este esta un peldaño por encima de disfrutar tickets 2 palillos, etc, pero el.precio esta proporcionalmente mucho mas disparado. Aconsejable para ir una vez en la vida",,
836,"Sin duda el menu es delicioso, todos los platos resaltan por originalidad, sabor y perfección. Ni una queja, todo de primera calidad. El problema viene con el servicio...en una cena de 500€ (2 pax), no puede ser que: la carta de vinos llegue al 3er plato, que pidas consejo de un vino con un presupuesto, y lo primero que te recomiendan se pasa de más de 25€...Imposible un vino a menos de 50€, un margen de un 300% por botella..demasiado, deberian ampliar la carta e incluir vinos con un precio más bajo.El local precioso, los camareros atentos y la comida de 10. Pero el servicio no es de 2 estrellas michelin.",,
837,"He disfrutado de una magnífica experiencia en ABAC BCN. Tomamos el menú Gran Abac, muy completo y de gusto exquisito. Vale lo que piden x el, 165 eur bebida aparte. En este tipo de sitios, el precio no es determinante, sino la experiencia, cariño y calidad del plato. Fantástica bodega y servicio a la altura. Sin duda, lo mejor que se puede encontrar hoy en Barcelona. Felicidades a Jordi Cruz y su equipo. ",,
838,"Estuve en Abac de nuevo después de mucho tiempo.
Menú Abac, gran calidad y originalidad de los platos, local muy cómodo, servicio algo distante, un tanto estirado y frío, excepto el sumiller, que estuvo muy amable y atento.
Tiene suficiente de momento con dos estrellas.",,
839,"he vuelto, he pedido el menu largo.a primera vista ,parece que va a ser demasiado, pero NO,se come facil.y se convierte en una experecia increible.platos sabrosos a los que suceden otros platos aun mas sabrosos.la tecnica de Jordi Cruz es perfectael tratamiento de los alimentos delicadisimoel toque asiatico de varios de los platos exquisito.total ; se merece la tercera estrella michelin",,
840,"La verdad es que ya hace tiempo que queríamos ir y hemos salido bastante decepcionados.El nivel de la cocina era el esperado pero el servicio ha sido pésimo.Nos han servido varias veces los platos antes de las bebidas, a veces platos fríos, el café en la terraza helado( después de verlo 10 min esperando en una mesa) ..... Todo muy impersonal y sin nada de pasión.Para mí ir a un restaurante de este nivel es un esfuerzo y una gran ilusión, pero cuando delante tienes alguien que no te desprende nada de esto y parece que esté sirviendo un menú de gasolinera, pierde toda la magia. Es como si faltara un patrón para gobernar el barco.Desgraciadamente dicen que esperan la tercera estrella, pero si no mejoran el tema del servicio están mucho más cerca de perder una que de ganar la tercera.Quiero añadir que no es ni el primero ni el último restaurante con estrella donde vamos, pero tengo claro que aquí no repetiremos hasta que no mejoren las cosas.",,
841,"Regalo de cumpleaños. Primera experiencia gastronómica de este nivel. Menú Gran Abac 16 platos, alguno de ellos realmente intensos y sorprendente... como pueden haber esas texturas y sabores que te deleitan. Panes de diversas clases que te van ofreciendo y aceite de primera calidad. A nivel del servicio, el personal es muy correcto, tanto que alguno roza demasiada ¿seriedad?. Lugar muy confortable y muy elegante. El precio para mi opinión, elevado, por el que creo que hubiese estado muy bien ver al creador de esas experiencias y chef de prestigio Jordi Cruz. Desilusión final después de pagar 430€.",,
842,"Hospedándome en el hotel, que menos que reservar en su restaurante, gran acierto, menú Abac con maridaje. El maridaje, muy bien aconsejado por su sommelier o sumiller. Platos con excelente presentación, de calidad y sabores conseguidos, aunque a mi particularmente me gusta mas el plato con sorpresa, con riesgo. Tengo entendido que a Jordi Cruz le gusta mas la cocina suave, para gustos, colores. Trato excepcional y profesional del personal que me atendió. Altamente recomendable, claro, dejando un agujero importante en la cartera, pero lo vale.",,
843,"Estuvimos comiendo en ABAC con mi esposa, hermoso lugar con jardines con gran encanto e intimidad, comida muy agradable, presentación adecuada, alto costo pero entendible por las dos estrellas Michelin. Atencion muy fría, falta calidez hacia los clientes, el servicio es distante .",,
844,Acudimos a este restaurante mi marido y yo para celebrar nuestro aniversario. El menú Gran Abac y su maridaje de vinos sensacional. Cocina de muy buena calidad y los platos muy bien elaborados. Se ve todo el trabajo que supone preparar esta restauración tan original y espectacular. Cuesta mucho reservar mesa pero si lo haces con tiempo no fallas. Hay que ser muy precavido. Recomendadísimo,,
845,"Nuestra experiencia fue con el menú Gran Abac y maridaje de vinos. Hay que destacar que todos los platos están muy conseguidos, un producto de primerísima calidad y hay un gran esfuerzo detrás, habiendo muchas capas en cada unos de los platos degustados. Cabe destacar varios como el Bloody Mary on the Rocks o el Arroz de pieles de atún con cebollitas encurtido en caldo de remolacha o Burbujas de tónica con sorbete de mango y enebro, así como las preparaciones en el acto.Nuestra ocasión fue para comer y sorprendentemente tuvimos el restaurante para nosotros solos, ningún comensal más a parte de mi pareja y yo. Esto fue un gran lujo particular en un restaurante de este estilo. Al finalizar nos ofrecieron realizar una visita al mismo restaurante y cocina.La ambientación es la de un restaurante de lujo con muchos detalles dispuestos, una atención exquisita y una somelier muy atenta. Muy buena accesibilidad al parking en el propio hotel.Trato exquisito del personal y la comida degustada. Muy recomendable.",,
846,"Bueno no quiero ser critico ni darle mucha valoración , la experiencia en conjunto es muy positiva y recomendable , mi pero es , que se alargo demasiado el menú por sus esperas entre plato y plato , hay que tener en cuenta en la creación de los platos y preparación pero....... No quiero restar puntuación a la cocina ,desde mi humilde paladar fue una cena muy interesante y nada decepcionante , todo positivo.",,
847,"Fui con mi novia a disfrutar de una experiencia inolvidable. Ya nos habían avisado de que era espectacular y que superara nuestras expectativas era difícil, pero así fue, Un trato por todo el personal del restaurantes extraordinario, el menú muy bueno y el detalle de tomar los postres con una copa en la terraza hicieron que fuera una de las mejores experiencias gastronómicas de los últimos años. Espero volver cuanto antes.",,
848,"Parece increíble que un restaurante con dos estrellas Michelin, a cargo de un cocinero supuestamente exigente, sea capaz de servir un menú como el Gran Abac que degustamos el sábado 7 de noviembre.Cuando uno ve a Jordi Cruz plantear exigencias y comentarios lógicos a los concursantes de Masterchef no se imagina ver cómo en su restaurante se repiten muchos de esos errores.El marco es lujoso y agradable, pero el servicio no está a la altura del espacio... y los platos tampoco. Durante la comida, los camareros dejaron caer un sinfín de cubiertos al suelo junto a nuestra mesa y tampoco hicieron mucho esfuerzo por hacernos disfrutar de la estancia en Abac.En cuanto a los platos, era una especie de tíovivo que pasaba de unos muy mediocres a otros correctos sin más. En 16 platos no hubo uno sólo que llamase nuestra atención. Y ni uno sólo aportaba nada innovador o diferente. Incluído un helado de chocolate hecho con nitrógeno líquido, de muy mala textura y servido sobre un soporte liso para que se cayera al mantel al deshacerse muy rápidamente. La vajilla, que pretende ser creativa, en realidad era una secuencia de platos deteriorados y poco atractivos... Todo eso, en un dos estrellas Michelín, es imperdonable.En resúmen, una tremenda decepción. Conocíamos la cocina de otros establecimientos y otras épocas de Jordi Cruz, y nuestras expectativas eran otras.Puede ser que ahora sus compromisos televisivos, publicitarios y sociales sean una prioridad frente a la cocina de su restaurante. Hay otros cocineros que tampoco están siempre en su restaurante, pero su ausencia no se nota. En este caso, para ser honestos, al Abac de Jordi Cruz le sobra una estrella y media. Y es una lástima!!!!",,
849,"Fuimos a este restaurante a festejar el cumpleanos de mi novio, al realizar la reserva solicite una vela, dijeron que lo tendrian presente...pero oh sorpresa... ni vela ni nada con el postre. Hice una reclamacion y no se dignaron a dar ninguna explicacion.Platos esteticamente muy bonitos pero nada del otro mundo para el precio que tiene el menu....ademas ni bien llegamos a las 22h nos dijeron que ya no quedaba el plato de pato..que lo sustituirian por otro de carne que la vedad dejaba mucho que desear. Entre otras cosas:. Cuando pasaban para ofrecer pan jamas tenian todos los tipos de pan...siempre ""ya no quedaba"" de alguno.. Los entrantes bien especialmente el tartar de calamar a la romana....sin embargo las burbujas carbonicas de finas hierbas...incomible!. segundos platos buenos pero nada del otro mundo. postres aceptables aunque escasos.En resumen es un restaurante muy sobrevalorado, excesivamente caro para la calidad de los platos, cada copa de vino a 15E!!! lo cual me parecio absurdo para el tipo de vino que nos siriveron.Si de un buen restaurante estrella michelin hablamos: recomiendo al 200% el Manairo!!! excelente restaurante, inmejorable atencion, platos novedosos y deliciosos (especialmente el solomillo Fakir!), ambiente perfecto, decoracion novedosa!!",,
850,"Costó conseguir mesa pero al final lo conseguimos! Gran calidad, del servicio y de la comida, el lugar precioso y la decoración excelente.",,
851,"Mi mujer y yo fuimos muy ilusionados al restauranteLa localización es muy bonita, y la decoración muy modernaLa atención, desde el recibimiento hasta la salida fue en todo momento muy correcta, digna de un 2 estrellas michelin, aunque les falta un poco de simpatía ( aunque para gustos los colores por supuesto)Nos sentaron en la mesa y el maitre se presentó poco después para tomar nota. Nuestro camarero tardó en soltarse un poco a explicar los platos y en hablar con nosotros, pero por lo demás muy bienPedimos el menú Gran Abac y nos sorprendió un poco que no hubiera entrantes, aunque fueran 16 platosLa experiencia en sí fue muy buena, con platos exquisitos como el arroz con lascas de atún, el ceviche o el bloody mary on the rocks, pero había algunos que fallaronMe explico. El primer plato, las almejas, no funcionaban, no me transmitieron nada, como sucedió con el plato de carne final ( un ""pollastre"" sin gracia). Y lo más grave, un plato con langostinos que estaba soso.... No digo falto de sal.... Digo que era insípido del todoY eso en un 2 estrellas michelin no se puede permitir. Tal vez fuera porque el chef, conocido por todos, se paso 2 horas hablando con unos amigos en la sala.... Y al final casi no pasa a saludar a sus comensales.... Lo cual me da igual en realidad, pero que no hubiera pasado siendo las 6 casi de la tarde ( y empezamos a comer a las 13:30)Lo dicho, satisfactorio sin más, no excelente. Una lastima",,
852,"No fue fácil hacer una reserva, aunque luego había mesas vacías...Llegas y tienes que meter el coche en el parking tú mismo, y retirarlo claro.Desde que te sientas hasta que empiezas a comer pasa no menos de tres cuartos de hora.Para que te traigan aceite o sal tienes que pedirlo dos veces, y el aceite ponerlo en el plato del pan.Te sientas a la mesa a las nueve y acabas a las doce, de manera que hacía la mitad del menú ya no tienes hambre.La comida buena, sin más. Eso sí con puesta en escena casi teatral.Lo mejor, el Sommelier...Un excelente profesional.Y por supuesto carísimo...",,
853,"Una de las mejores opciones para comer en barcelona ,  original sin ser extremo muy bueno y gran calidad . Sitio precioso con un servicio acorde a la comida.",,
854,"Escogimos el menú degustación Gran ABaC y fue un ""ooohhh buenísimo"" constante en todos los platos. De las mejores cenas sin lugar a duda. Servicio excelente, atención de primera y lugar encantador. 2 estrellas Michelin bien merecidas.",,
855,"Mi mujer me regalo una cena para clebrar mi 40 cumpleaños. Menú gran abac con maridaje.Los platos sensacionales. Fusión de texturas, guisos, sabores y una calidad de los materiales excepcional.Como notas negativas:Pagando un maridaje de vinos de 80€ (que lo veo un poco excesivo) nos cobraron una botella de agua. Fuera de lugarEs imperdonable que no nos explicaran un plato, teniendo que pedir que nos lo vinieran a explicar. Con el nivel de este restaurante este detalle no es aceptableLlegando a los postres ttenía la ilusión de poder conocer al chef Cruz, el cual lo estábamos escuchando dando ordenes desde la cocina. El cual no vino a decir un simple ""buenas noches"". Es un personaje público y muchos de nosotros teníamos la ilusión de conocer a uno de nuestros cocineros de prestigio, y mas siguiéndolo en todas las temporadas de master chef.La atención a posteriori ha sido nula. Envíé un correo electrónico para dejar constancia de estos comentarios a los que no he tenido respuesta.",,
856,"Mi marido me regaló una comida y una noche de estancia en el hotel ABaC para nuestro aniversario de bodas. Aunque vivimos en Barcelona, nuestra estancia nos permitió sentir como si estuviéramos en una ciudad diferente. A nuestra llegada, la dirección del hotel y el personal del restaurante nos trataron con mucha atención y amabilidad. La comida fue increíble, y la presentación impresionante. El ambiente del restaurante tiene una sofisticación tranquila, y cada uno de los platos se presentan con un estilo espectacular. Los camareros van vestidos súper chic con unos trajes negros. Nuestra suite fue muy cómoda y nos dejamos llevar por un profundo descanso después de disfrutar del spa. A las chicas les recomiendo el masaje facial con la mascarilla de veneno de abeja. Tuve el placer de disfrutarlo y mi cara estaba radiante y rejuvenecida después del masaje. El hotel es muy recomendable para parejas que quieran celebrar una ocasión especial con una comida exquisita y un buen cuidado del cuerpo.",,
857,"Para entrar hay que llamar a un interfono. Bien, sin problemas. En cuanto te abren, accedes a un pequeño jardín con un minihuerto, todo perfectamente cuidado y dispuesto, (como no podía ser de otro modo). Teníamos mesa a las 15 horas y llegamos un cuarto de hora antes, suficiente para tomar algo en la terraza mientras esperábamos nuestra mesa.Si bien la entrada fue algo fría (le tuvimos que explicar qué es un ""kir"" a la señora que nos recibió y nos preguntó si queríamos algo de aperitivo ), nada mas sentarnos (primero en la terraza unos 10' y luego ya en la sala para comer) nos trajeron la carta, tanto de comida como de vinos. La de vinos demuestra que está bien surtida, sobre todo de bodegas pequeñas, con vinos para todos los gustos y bolsillos. En nuestro caso nos decantamos por una copa (blanco para mi acompañante, tinto para mí), dejándonos aconsejar por el sumiller que acertó en ambos casos.En cuanto a la comida, hay dos menús degustación (uno ""pequeño"" y otro algo más extenso, que es el que pedimos) y también algunos platos que se pueden pedir ""a la carta"".Cuando empezaron a servirnos (empezando por un ""bloody mary"" espectacular, empezaron esas sensaciones, combinaciones de sabores y texturas, todo ello presentado de manera exquisita y explicado plato a plato: su nombre, su composición, su preparación... Incluso algunos se preparan o terminan de preparar en la mesa. Algo de alquimia (esferificaciones, nitrógeno líquido,...) pero con respeto escrupuloso a la materia prima y a los sabores originales. Eso sí, combinados de manera muy creativa pero acertadísima. La transición de un plato a otro fue fluida, con tiempos de espera que en ningún caso pasaron de unos pocos minutos.Y ya cuando estábamos terminando el primer postre, el Chef, Jordi Cruz, tuvo la deferencia de pasar a saludar a todos los comensales, haciéndose una foto con todos los que quisieron, detalle que es muy de agradecer, sobretodo de alguien tan mediático y con (seguro) muchos compromisos profesionales fuera de su local.Incluso el café (servido en la terraza) estaba buenísimo y, además, lo acompañan con pequeños bocaditos dulces, a cual más bueno.En resumen, es absolutamente recomendable su visita. He estado en un par de restaurantes con estrella(s) Michelin y este, con mucho, es el mejor, principalmente (pero no solo) por la comida, obviamente. Pero el servicio muy atento, muy profesional y solícito.¿Es caro? Pues relativamente. Teniendo en cuenta lo elaborado de los DIECISÉIS platos, la calidad de la materia prima, el servicio, el marco,... no nos lo pareció. Pero por eso no he titulado esta opinión como ""comida"" sino como ""experiencia"". Vale que no es para ir todas las semanas, ni siquiera todos los meses. Pero si, como yo, ni que sea una vez cada mucho te quieres dar un Homenaje (así, con mayúscula), no se me ocurre otro sitio mejor en Barcelona, y por ello en cuanto pueda, repito sitio (que no menú, ya que los dos menús (""Abac"" y ""Gran Abac"") son muy diferentes.En definitiva: si quieres, puedes. Y si puedes, ¡ni te lo pienses!",,
858,"Hacía tiempo que no disfrutaba de una experiencia gastronómica tan excitante y buena. Disfrute una barbaridad. Todos los platos, además de deliciosos, acompañados de una presentación elegante y original. El maridaje de vinos, excelente.",,
859,"He estado dos veces en un mes una a nivel familiar y la otra por trabajo...Que pasada.. las dos veces!! Lastima que no pueda una tercera.. El trato exquisito, el personal encantador y el Menú gran ABAC una pasada...todos hemos disfrutado...solo tengo palabras de elogio a la cocina y el lugar....",,
860,"Tenia pendiente la visita al Abac des de mucho tiempo, antes de que su actual Chef saliera en televisión, mi ultima visita, fue en el antiguo Abac, con su anterior Chef. El comedor es amplio y c´modo, nos toco una mesa con vistas al jardín, la lluvia otoñal nos acompaño a lo largo de la comida y le dio un aire mas bucólico, después ya veríamos como volver a casa, viajamos en moto ja ja ja. Elegimos el Menú Gran Abac, solo puedo decir que excelente, por presentación, por combinación de sabores y calidad de los platos. Me pareció muy original, los dos o tres platos que te preparan en la mesa. El personal de sala muy amable y servicio impecable. Final de comida con el saludo amable de su Chef Jordi Cruz. Solo puedo que felicitar a todo el equipo y recomendar vivir la experiencia.",,
861,"Daros el lujo al menos una vez!!! El lugar muy cuidado en detalles, el servicio en recepcion y en mesa, exquisitos, y la comida impresionante.He de decir que yo no soy muy de comida innovadora y este lugar me ha hecho tener que plantearme mi posicion.",,
862,"Hemos estado en este fantástico restaurante, concretamente con el menú gran ABaC y maridaje, 165€ + 80€ por persona. Impresionante cada uno de sus platos y postres, el servicio y la atención excelente, con saludo final del Chef Jordi Cruz.Flojo, muy flojo el maridaje y más contando que son 80€ por persona, tema a mejorar.Vale la pena ir, incluso con el menú más económico hay suficiente pero no vale la pena coger el maridaje.",,
863,"Todo está controlado, hasta el más mínimo detalle.Nosotros cogimos el menú (creo que unos 12 platos) y todo fue una gran sorpresa, se portaron de lujo ( uno intolerante a la persona, otra embarazada, a mí q no me gusta el queso)... Vamos que nos personalizaron los me ús. Comidas súper elaboradas, con sabores nuevos, texturas, formas de cocinar... Una FANTÁSTICA EXPERIENCIAEl restaurante tiene encanto, un lugar precioso. ",,
